Date,Open,High,Low,Close,Volume
2009-03-06,42.7577347673841,44.84189992624008,38.96825275806842,40.9261360168457,83318098
2009-03-09,36.63147409313157,39.34725333787053,34.736697076666985,38.778812408447266,122566813
2009-03-10,38.52617196030698,46.48405366329948,37.51564270427876,42.63139343261719,128360975
2009-03-11,44.21037292480469,47.81032923333537,43.51565005100951,44.21037292480469,88881364
2009-03-12,43.89456807333973,45.7261650394238,41.494592758562376,45.41035842895508,64512553
2009-03-13,48.63139103176873,52.92613423054286,46.79978942871094,46.79978942871094,109550872
2009-03-16,51.726154237412295,57.66297483266379,51.15771604374769,57.410343170166016,123521743
2009-03-17,56.71556696597703,60.37876595202808,54.75768291351984,57.662986755371094,81606204
2009-03-18,59.305048876094645,61.70502085569533,57.66297184471511,60.63138198852539,66815397
2009-03-19,63.157649751454194,73.07341417359711,62.39975463685576,71.05236053466797,250143702
2009-03-20,68.2102780762602,69.34709178830498,63.9787097617988,66.3155746459961,158048558
2009-03-23,69.47345784924028,76.73661804199219,68.84184468255134,76.73661804199219,138896687
2009-03-24,82.1049729239423,83.99968136042268,72.12603709986371,74.39972686767578,89450417
2009-03-25,74.52601080068985,78.31549037275185,71.178687429257,77.93657684326172,77506665
2009-03-26,78.94711166407409,94.79969320938584,77.99968696237426,88.48388671875,143017068
2009-03-27,90.94702553842382,111.53644712880724,90.25230555901342,109.76802062988281,213870431
2009-03-30,106.7364521102233,106.7364521102233,92.5260137063815,94.1680908203125,131971349
2009-03-31,93.91544133427186,101.36806132516787,89.81022823526017,93.47335815429688,117368183
2009-04-01,93.47339248254106,99.78912812730532,90.5049814978398,99.15757751464844,104544304
2009-04-02,102.63125105439693,108.25226579957481,102.63125105439693,106.35755157470703,88381209
2009-04-03,106.73643955630502,112.42063302804641,104.46282267692966,107.62068939208984,61179070
2009-04-06,112.04169839855804,115.01010778379121,104.52591005343848,109.0101089477539,71099264
2009-04-07,110.90484715870004,110.90484715870004,99.59963989257812,99.59963989257812,70097288
2009-04-08,94.7365181764029,103.89437394951841,94.7365181764029,99.66281127929688,65923545
2009-04-09,104.58911410597783,115.89431100443346,103.83121396129644,112.10490417480469,82374684
2009-04-14,117.66276020510597,130.42065277933554,117.53648348198921,123.47330474853516,123443592
2009-04-15,117.41009979797909,125.81006588801858,116.21010613263644,124.29426574707031,67801744
2009-04-16,129.47320945868344,136.29427952198736,126.78901583590144,133.89430236816406,116810132
2009-04-17,137.68369660155935,151.42053151969625,136.57847311436163,143.36788940429688,112814743
2009-04-20,142.1047398965266,150.94686249240877,126.78900684197352,131.99952697753906,92189273
2009-04-21,128.21015012666584,135.47324256417772,120.0627449991039,125.68382263183594,101246094
2009-04-22,131.3679531340393,138.15736886681034,126.94692392372954,137.68368530273438,81862040
2009-04-23,134.9995470321647,141.3153547875905,134.21006715049506,137.21006774902344,59225279
2009-04-24,140.9995376793254,150.15740555463012,139.57850738310464,149.05210876464844,79512985
2009-04-27,143.99951222215444,155.36788817697226,143.36789926597635,147.94686889648438,71849343
2009-04-28,144.1574190028995,147.9469100053862,139.42058133140105,146.68374633789062,57932388
2009-04-29,147.78892660311732,162.94678181430206,147.78892660311732,161.9994354248047,106936889
2009-04-30,167.36785759440588,183.78888061153148,166.73631750407466,177.78887939453125,141480789
2009-05-01,174.3151948383614,176.20996093749997,170.20997087787907,176.2099609375,66726160
2009-05-05,186.6309877847166,191.0520074889368,184.73621140075068,188.2098846435547,96091340
2009-05-06,185.05197502260637,188.399308387696,177.6309461746563,181.8941192626953,102644515
2009-05-07,185.99935262690326,193.89406638406405,171.15730286530527,174.1573028564453,112382623
2009-05-08,176.84153141715421,179.6836548062173,166.73631625231192,177.47314453125,59594498
2009-05-11,184.42038929724126,185.36781919320921,171.47311617919132,181.26251220703125,47904369
2009-05-12,172.4204613681517,176.7152146584529,167.05208495928352,169.57833862304688,60646598
2009-05-13,168.6310297005781,172.57837715696357,151.89426187980166,153.31529235839844,104258455
2009-05-14,153.63105850001907,164.52576173717725,149.21002842589473,159.78892517089844,76454125
2009-05-15,170.52577856682052,175.8941660532984,166.26261480226125,169.10467529296875,80781630
2009-05-18,167.36784277834903,178.57836433565646,165.9784025394002,177.31520080566406,62270835
2009-05-19,181.2625175806588,186.15724182128906,179.05200772503656,186.15724182128906,70744523
2009-05-20,183.15731268116986,186.9467406505953,176.3678322251523,185.3678436279297,59551546
2009-05-21,179.9994244645517,185.52574235119346,176.8415464138614,179.6836700439453,0
2009-05-22,178.57836903183394,185.9993793290331,178.26255205942354,181.10467529296875,35315288
2009-05-26,179.9993832879909,184.8941494831175,175.26254643026252,182.6836395263672,44217331
2009-05-27,184.89416540102488,189.31518569514,180.4730616457651,183.15731811523438,44007784
2009-05-28,177.78883906168713,182.36780883264205,176.84149262685037,181.26251220703125,33577800
2009-05-29,186.94674217766521,188.52570180908518,180.82046477273295,187.8940887451172,55898763
2009-06-01,189.47309622630425,203.5256595058302,187.89411550472244,199.7362518310547,98778086
2009-06-02,175.42050698642757,176.68367066171592,167.20999526027347,172.73631286621094,0
2009-06-03,174.94682961883206,174.94682961883206,161.05212340454233,164.0521240234375,153536660
2009-06-04,165.94680740221276,172.1046746505006,164.05210389596405,167.99945068359375,74379185
2009-06-05,171.78897081475583,179.99942016601562,170.5258071054716,179.99942016601562,157555495
2009-06-08,181.89418547708127,181.89418547708127,174.3152141353064,179.20999145507812,63301063
2009-06-09,180.31519489062893,185.20989891129724,180.31519489062893,183.15731811523438,52137492
2009-06-10,187.4203840758108,189.47304805940473,179.5256911277384,182.2098846435547,61694196
2009-06-11,182.05210399221642,192.3152618408203,179.52577601592708,192.3152618408203,154179846
2009-06-12,189.6309779659569,191.68362176807216,184.10472235924962,184.4204559326172,0
2009-06-15,183.78885932569256,184.2625430283508,174.50471508986098,176.05203247070312,45491760
2009-06-16,174.94679260253906,181.89414945604233,172.1046593510027,174.94679260253906,47499020
2009-06-17,173.36781696446818,177.78883648046255,166.10465385881315,170.5257568359375,57470926
2009-06-18,172.73626698093526,173.68362383678172,164.8415639197006,169.73626708984375,47823130
2009-06-19,172.26260008332633,176.0520172129655,169.57834398189834,173.05201721191406,70792432
2009-06-22,171.78895686027528,174.9468241463938,164.999465515191,166.73631286621094,45866452
2009-06-23,164.20996098117618,167.9994407992142,161.27314098624962,163.61000061035156,59563420
2009-06-24,167.0521145585643,172.89417564920046,164.84159396013214,171.0310516357422,52738145
2009-06-25,170.49417809565634,173.30464837272038,165.63099162343863,170.36782836914062,32933106
2009-06-26,170.52578586441274,173.30466639059782,167.17838888933096,169.3257293701172,49762485
2009-06-29,170.02051754088384,176.84151497353366,168.75735402600978,176.62046813964844,57114484
2009-06-30,179.99940014102248,182.5888865002383,175.16785530516847,178.73623657226562,74631581
2009-07-01,179.99939394367914,183.72568356937944,178.51518358270897,183.31520080566406,65595575
2009-07-02,183.1573088463657,186.91514669479355,181.76780604970713,182.52569580078125,107265696
2009-07-03,184.32575709910165,188.84154812784305,181.35733589973128,187.57838439941406,206012090
2009-07-06,183.15731775667217,186.59942227825852,181.26254112359635,184.8941650390625,71776663
2009-07-07,186.94671630859375,188.71513248962503,183.4730431576596,186.94671630859375,53159492
2009-07-08,184.89413554314942,186.31516562804597,179.36781933735773,181.26251220703125,66330549
2009-07-09,181.26248551487393,184.29408546717175,180.31513921954047,181.8941192626953,48451291
2009-07-10,179.49406959709995,184.041448660267,179.49406959709995,181.8941192626953,33571050
2009-07-13,180.2520181883663,188.02045648803562,178.19945821905256,187.1993865966797,43169309
2009-07-14,190.1046659882695,194.52568580785547,187.23093216357327,189.47305297851562,62671244
2009-07-15,190.10473593426758,198.9152096405309,190.10473593426758,197.8730926513672,59211916
